salary,job_info,enterprise_attr,job_tags,job_url,enterprise_industry,enterprise_scale,job_enterprise,download_timeout,depth,job_attr,exp,edu,date,download_latency,job_place,job_name,download_slot
4000-6000,"
                    岗位职责1.负责收集和分析项目数据、产品销售分析、日运营报表整理；2.负责数据挖掘和统计分析领域的分析、评估；3.负责产品销售情况跟进、类目活动数据分析、飙升商品数据分析；4.负责协助主管进行数据整理、统计、编制工作报告； 根据公司的整体市场目标，协助团队实施市场活动方案；负责整理客户资料，分析客户属性和消费行为；5.负责营销管理问题的跟踪和交叉分析，提出解决方案； 向主管及各部门提供各类准确运营数据及报表，并提出各项方案。任职要求1.有数据分析/挖掘相关经验者优先考虑，优秀应届毕业生亦可；2.能够熟练使用EXCEL，善于使用EXCEL制作图表；3.对数字敏感，有较深的数据分析能力和计算机应用知识；勤奋好学，具备较强的团队合作精神、良好的沟通表达能力、较好的逻辑分析能力。
                ",民营/私企,年终奖|五险一金|带薪年假|员工旅游|节日福利|工作内容有趣|晋升空间大,http://www.chinahr.com/job/5208169817770757.html?searchplace=400,移动互联网 ,51－100人,上海方锐信息科技有限公司,180.0,1,全职,经验应届生,中专,今天更新,0.21411991119384766,上海 闸北区,淘宝分析实习生,www.chinahr.com
12000-20000,"
                    工作职责：1、日常数据监控以及数据预警，异常数据解读挖掘，并与业务同事沟通解决方案；&lt;br&gt;2、分析用户的特征和行为数据，挖掘不同类型用户的行为特性，为实际的业务运营提供数据支持； &lt;br&gt;3、从数据分析结果中寻找insight和商业价值，并以简明扼要的形式传导到其他部分，指导实际的业务运营。&lt;br&gt;4、参与服务运营项目，并且在一定程度上给予评估和建议；&lt;br&gt;5、处理服务运营相关的临时数据需求，并对于常用重要需求转化成数据产品。&lt;br&gt;任职资格：1、计算机、数学或统计等专业，本科以上学历； &lt;br&gt;2、了解互联网的大规模数据处理方式与方法；&lt;br&gt;3、了解批量离线式分布式并行计算技术（如Hadoop、MapReduce、Hive、Spark等）&lt;br&gt;4、熟悉SQLServer或MySQL数据库；&lt;br&gt;5、熟悉R或python脚本&lt;br&gt;6、熟悉常用数据挖掘方法（回归、决策树、聚类等）&lt;br&gt;7、有较强逻辑思考能力强，问题分析能力，思维缜密；&lt;br&gt;8、勤奋好学，良好的表达沟通能力、团队合作及文档交付能力；&lt;br&gt;9、忠诚、勤奋，对工作有责任感和团队精神，能够在压力下工作。&lt;br&gt;
                ",股份制,年终奖|绩效奖金|项目奖金|商业保险,http://www.chinahr.com/job/5400858694779138.html?searchplace=400,酒店 ,500人以上,上海携程商务有限公司,180.0,1,全职,经验应届生,本科,昨天更新,0.21389389038085938,上海 长宁区,服务运营数据分析师,www.chinahr.com
5000-8000,"
                    岗位职责： 1. 编制预算和执行预算，参与拟订资金筹措和使用方案，确保资金的有效使用； 2. 负责月业务汇总数据的清算，编制会计凭证，完成账务处理； 3. 每月纳税申报； 4. 负责业务结算、资金清算、台账登记等，包括与用户、与第三方支付的对账结算，保证数据准确； 5. 配合风控做好结算工作的风险控制； 6. 完成上级交办的其他临时性工作。 任职要求： 1、财务相关专业本科以上学历； 2、熟悉全套账务流程，熟悉业务数据核算、熟悉收入成本核算； 3、熟练掌握财务软件、办公软件，并有较强的数据统计及逻辑分析能力； 4、性格温和，工作认真细致，具有良好的沟通力、执行力及团队合作能力； 5、有金融、理财、保险、电商工作经验优先。 
                ",民营/私企,五险一金|交通补贴|餐饮补贴|弹性工作|节日福利|地处繁华商圈|优秀人才多|晋升空间大|领导易相处|带薪年假|年终奖|更多,http://www.chinahr.com/job/5403215596456967.html?searchplace=400,计算机服务 ,51－100人,江西银通征信有限公司,180.0,1,全职,经验3年,本科,今天更新,0.22629499435424805,上海 浦东新区,会计,www.chinahr.com
面议,"
                    部门:现金管理部一、招聘人员基本条件（一）列入国家211工程、重点财经类院校金融、经济、会计等经济管理类专业全日制本科及以上学历。（二）具有三年以上经济金融相关工作经验或相关行业工作经验者优先；（三）年龄35周岁以下，身体健康，无不良违法违纪行为；（四）具有较强的沟通协调、文字表达和团队协作能力，熟练应用办公软件。  二、岗位职责：负责现金管理业务计划执行情况监测，开展企金客户交易结算行为的数据挖掘、统计分析、决策支持。协调现金管理业务资源配置、考核评价事项。负责收付直通车产品规划、设计、维护、需求开发、产品营销、制度设计以及业务培训。三、应聘条件：（1），经济金融、工商管理等专业研究生及以上学历；（2）熟悉国家经济、金融方针政策及相关法规、监管要求，熟悉银行业务产品知识和操作流程，熟悉未来相关行业发展趋势；（3）了解互联网金融行业的基本逻辑；（4）具有良好的逻辑思维能力、数据分析能力、较强的工作责任心和良好的团队协作精神。四、应聘须知 （一）有意应聘者请于2017年1月31日前将以下资料发送至xingyezhaopin@cib.com.cn，简历及邮件请按“应聘岗位-姓名-工作地点”方式命名，邮件大小不超过1.5M。应聘材料包括：1、应聘申请表（请附照片，注明联系电话，格式详见附件；原则上每人只能应聘一个岗位）；2、各类证明材料，包括本科及最高学历、学位、专业资格证书、专业技术职称、身份证（正反面）、外语等级证书等扫描件；3、业绩材料，包括发表的论文或著作、成果证书、获奖证书等；4、近期全身数码生活照片一张。（二）经审查符合条件者，将另行通知笔试、面试时间。未被录用人员的材料恕不退还。（三）联系方式联系人：吴女士、莫女士，联系电话：0591-87839338转301758、301746（IP）。
                ",股份制,五险一金|商业保险|带薪年假,http://www.chinahr.com/job/5400969317911553.html?searchplace=400,,500人以上,兴业银行,180.0,1,全职,经验3年,本科,今天更新,0.13652300834655762,福州 鼓楼区,互联网金融处产品经理岗（福州）,www.chinahr.com
20001-30000,"
                    岗位职责： 1、负责多平台信息爬取和页面内容的提取分析； 2、参与分布式爬虫和数据采集系统的架构设计和开发； 3、参与分布式爬虫模块服务架构和数据存储架构的设计和研发； 4、解决规模增长带来的技术和业务问题，确保提供高可靠数据服务,保证系统稳定、高效运行； 5、优化抓取策略，充分利用带宽资源，避免限制。  任职要求： 1、3年以上实际爬虫开发、内容提取工作经验，本科及以上学历； 2、熟练掌握HttpClient，Selenium，HtmlUnit等技术； 3、有相关电商产品信息爬取经验，微博微信，运营商等信息抓取经验，有大型数据并发处理经验优先； 4、精通网页抓取原理及技术，精通正则表达式，从结构化的和非结构化的数据中获取信息； 5、乐于学习新技术和总结经验，并能向团队分享 ； 6、善于沟通，有一定的抗压能力，喜欢钻研。 
                ",其他,五险一金|绩效奖金|年终奖|股票期权|带薪年假|商业保险|定期体检,http://www.chinahr.com/job/5367028562299140.html?searchplace=400,金融 ,101－300人,普惠金融信息服务（上海）有限公司,180.0,1,全职,经验3年,本科,12-8更新,0.22254109382629395,上海,数据挖掘工程师（爬虫）,www.chinahr.com
15000-25000,"
                    职责范围： 1、负责完善个性化推荐，RANK等算法，提高产品用户体验和推荐效果； 2、负责各算法和模型的分布式实现，负责系统设计和代码文档； 3、参与数据清洗和过滤、特征抽取、参数选择、算法实验、效果分析，参与与内外部客户的交流。  职位要求： 1、统计学、应用数学、模式识别、人工智能、自动化、统计、运筹、计算机等专业本科以上学历； 2、三年以上相关工作经验； 3、有推荐系统、精准营销、精准广告、信息检索等方面的实际工作经验； 4、有Hadoop Hbase、Kafka、SPARK Mllib、Flink等大规模分布式计算平台的使用和并行算法的开发经验； 5、对机器学习、概率统计、RANK、最优化等算法原理及其在互联网行业的应用有深入的理解和浓厚的兴趣；良好的逻辑分析能力、分析问题和解决问题的能力；对数据敏感，良好的沟通能力； 6、熟练掌握至少一种编程语言，Java、Scala、R、Python； 7、熟悉Linux、Hadoop工作环境。 
                ",其他,五险一金|带薪年假|弹性工作|定期体检|员工旅游|节日福利,http://www.chinahr.com/job/5367031401679876.html?searchplace=400,IT/互联网 ,101－300人,上海聚岳信息技术有限公司,180.0,1,全职,经验3年,本科,12-8更新,0.2162790298461914,上海,数据挖掘工程师,www.chinahr.com
12000-22000,"
                    职位描述：  1.独立负责专项BI项目的数据分析工作； 2.分析用户数据，开展用户分层、用户行为模式识别、用户画像等分析工作，实现用户特征的深入洞察； 3.参与用户画像等数据挖掘模型的构建、维护、部署和评估工作。   职位要求 1.1年以上用户行为和营销分析的工作经验； 2.熟练使用sql , spss/sas/R等数据处理和语言，熟练操作一种数据可视化分析工具； 3. 对数据敏感，掌握量化分析方法；善于从数据中发现有意义的、重要的问题，提出假设并使用数据进行验证，并提出业务建议； 4. 具备产品设计能力者优先（能够使用原型设计工具，如Axsure）； 5. 快消品电商行业背景优先考虑 6. 统计学、数学、心理学、营销等专业背景优先考虑。 7 主动思考，善于发现问题，具有团队合作精神； 
                ",其他,五险一金|绩效奖金|餐饮补贴|弹性工作|节日福利|免费班车,http://www.chinahr.com/job/5362097835739907.html?searchplace=400,IT/互联网 ,101－300人,廿一客（21cake）,180.0,1,全职,经验1年,大专,12-6更新,0.15939807891845703,上海,BI工程师（数据挖掘）,www.chinahr.com
20001-30000,"
                    岗位职责： 1、设计和搭建数据挖掘平台，提供数据分析、数据挖掘服务； 2、运用数据挖掘和机器学习方法和技术，对海量数据进行分析，深度挖掘用户行为特征，构建用户标签、用户画像体系； 3、评估数据挖掘平台效果，持续优化平台性能和精准度； 任职要求： 1、计算机、数学或者统计学相关专业本科以上学历，2年以上大数据挖掘经验； 2、熟练掌握Java语言、常用的数据结构和算法； 3、对数据仓库、数据挖掘理论和实践有较深入的理解； 4、熟悉Spark等分布式机器学习框架，熟悉Hadoop/HBase/Hive等大数据处理平台。 
                ",其他,五险一金|绩效奖金|带薪年假|弹性工作|节日福利,http://www.chinahr.com/job/5364135464012294.html?searchplace=400,IT/互联网 ,101－300人,上海容易网电子商务股份有限公司,180.0,1,全职,经验1年,其他,12-7更新,0.24623703956604004,上海,数据挖掘工程师,www.chinahr.com
10001-15000,"
                    岗位职责： 1、结合业务需求，对数据进行深度分析，为运营和决策提供有质量的数据支持；2、基于海量数据和其他数据，分析和研究数据与实际业务的关联关系，挖掘用户属性和行为特征，并以实际业务应用为导向进行应用创新；3、基于TSP后台的数据，用车行为、车主画像等相关领域的算法研究。 任职要求： 1、计算机或数学相关专业，硕士及以上学历；2、有数据挖掘和机器学习的相关背景；3、至少熟悉R、Python、SPSS、Weka中的一种，有一定的Hadoop、Spark、Hive等实际工作经验；4、熟悉常见数据挖掘及机器学习算法，如回归、分类、聚类等；5、扎实的编程能力，熟悉计算机的基础理论，对数据结构和算法设计有深刻的理解；6、良好的逻辑思维能力，能够从海量数据中发现有价值的规律，对数据敏感，能够发现关键数据、发现关键问题。
                ",其他,节日福利,http://www.chinahr.com/job/5364168190855685.html?searchplace=400,房地产/建筑 ,101－300人,广东简聘网信息技术有限公司上海分公司,180.0,1,全职,经验1年,硕士,12-7更新,0.22383999824523926,上海,数据挖掘工程师,www.chinahr.com
8001-10000,"
                    1.数据和计算机相关专业本科以上学历； 2.熟练使用建模工具，如SAS、SPSS、MATLAB或其他相关的数据挖掘、统计分析工具； 3.熟悉常用的数据挖掘算法； 4.具备一定开发能力，熟悉hive、pig、python任意一种大数据处理语言； 5.有数据分析和数据挖掘相关工作经验者优先； 6.对数据有较强的洞察力和敏感度，具备较强的学习和钻研能力，热爱数据挖掘工作；
                ",其他,商业保险,http://www.chinahr.com/job/5366462965222405.html?searchplace=400,政府/非赢利机构/其他 ,101－300人,上海天璨计算机科技有限公司,180.0,1,全职,经验1年,本科,12-8更新,0.37982702255249023,上海,数据挖掘工程师,www.chinahr.com
15000-30000,"
                    l 熟悉机器学习基本方法，有数据挖掘相关工作经验1-2年； l 对数据结构，算法等有较好基础； l 有推荐系统研发经验者优先； l 有自然语言处理背景优先； l 有hadoop、spark、storm等大数据处理工具平台使用经验者更佳。 
                ",其他,五险一金|绩效奖金|带薪年假|节日福利|员工旅游,http://www.chinahr.com/job/5367260849209602.html?searchplace=400,专业服务 ,101－300人,上海智骏商务咨询有限公司,180.0,1,全职,经验3年,本科,12-8更新,0.23984193801879883,上海,大数据/机器学习/数据挖掘方向工程师,www.chinahr.com
10001-15000,"
                    岗位职责： 1. 根据广告平台总体计划,负责平台数据部分的需求分析、设计以及相关领域的研发； 2. 参与研究和验证广告平台的研发技术方向和技术路线； 3. 具体负责构建数据分析与数据挖掘业务建模分析； 4. 跟踪并分析用户行为，为公司业务的发展及产品的设计进行支持。  任职要求： 1. 统计学、数学或计算机专业本科及以上，2年以上大数据相关工作经验； 2. 热爱数据，对数据及逻辑关系有感觉，非常敏感，并对数据体系有深入的认识； 3. 具备深厚数据建模和分析理论知识和经验； 4. 熟练掌握常用的数据分析挖掘算法和软件，对机器学习有深入的理解，有Ruby/Python经验者更佳； 5. 熟悉互联网，对于互联网常见的业务形态与实现方式有深入的理解，对业务变化有敏锐的洞察力； 6. 有较强的对业务理解与分析能力，了解业务规划与策划能力以及相应经验； 7. 具备强烈的进取心和良好的团队沟通、合作能力； 8. 有互联网广告平台、电子商务、互联网数据仓库或商业智能架构设计开发实施经验者优先； 9. 熟练使用Hadoop/Hive/MapReduce，有大规模并行计算环境下的海量数据处理经验者优先； 
                ",其他,五险一金|绩效奖金|带薪年假|弹性工作|员工旅游,http://www.chinahr.com/job/5367839234130437.html?searchplace=400,IT/互联网 ,101－300人,上海骏数信息技术有限公司,180.0,1,全职,经验3年,大专,12-8更新,0.2105879783630371,上海,数据挖掘工程师,www.chinahr.com
15000-30000,"
                    岗位职责要求：1，负责互联网用户行为数据挖掘，行为特征研究，以及数据营销2，负责数据分析和模型构建执行，能结合互联网业务方向和趋势，探索与研究有效的数据模型背景要求：1，熟悉主流的机器学习，数据挖掘基本算法和数据模型，有大量数据搜集，数据分析与推测的经验2，有数据处理，统计分析，数据建模，机器学习等相关算法应用经历3，对海量数据挖掘分析有浓厚兴趣，了解Hadoop技术4，精通HIve SQL
                ",民营/私企,年终奖|绩效奖金|五险一金|餐饮补贴,http://www.chinahr.com/job/5306927773974787.html?searchplace=400,投资/融资 ,500人以上,上海你我贷互联网金融信息服务有限公司-q2p,180.0,1,全职,经验3年,本科,11-24更新,0.3122220039367676,上海 浦东新区,数据挖掘工程师,www.chinahr.com
4001-6000,"
                    职位说明  1、普通工作人员职位，协助上级执行一般的不需较多工作经验的任务；  2、公司日常行政管理的运作（包括运送安排、邮件和固定的供给等等）；  3、负责公司的档案管理及各类文件、资料的鉴定及统计管理工作；  4、负责各类会务的安排工作；  5、协助行政经理对各项行政事务的安排及执行；  6、完成上级交给的其它事务性工作。  任职要求  1、行政管理或相关专业大专以上学历；  2、一年以上相关工作经验，热爱金融行业；  3、具备一定的行政管理知识；  4、工作细致、认真、有责任心，较强的文字撰写能力，较强的沟通协调以及语言表达能力；  5、熟练使用office办公软件及自动化设备，具备基本的网络知识； 
                ",其他,五险一金|餐饮补贴|节日福利,http://www.chinahr.com/job/5367153172187397.html?searchplace=400,政府/非赢利机构/其他 ,101－300人,上海柯塞威股权投资基金管理有限公司,180.0,1,全职,经验1年,其他,12-8更新,0.5454699993133545,上海,行政专员,www.chinahr.com
4001-6000,"
                    一、岗位职责：  1、了解客户服务需求信息，进行有效跟踪，做好售前、售后指导和服务工作；  1、熟练运用公司产品，解答客户提问并落实问题；  3、与相关部门紧密配合，协调沟通；  4、维护客户关系，并开发新客户   二、任职资格：  1、有过销售或客服工作经验优先考虑；  2、具备敏锐的商业意识，较强的应变能力、口头表达与沟通能力；  3、有较强的推广和维护协调客户的能力，熟悉客户服务流程；  4、具备较强的学习能力，可快速掌握专业知识，及时开展工作；  5、熟练运用office及良好的文档写作能力；  6、工作严谨，计划性强，善于分析思考问题，有责任心；  7、勤奋踏实，良好的服务意识与团队合作精神。  三、薪资福利待遇：  三、薪资福利待遇：  1、带薪年假、年底双薪  2、公司会不定期组织国外旅游 每月有店铺提成  3、上午9点半到下午6点、做六休一只要有能力，工资不会低。具体公司福利面议 
                ",其他,五险一金|绩效奖金|节日福利|话费补贴|带薪年假,http://www.chinahr.com/job/5367260713714182.html?searchplace=400,专业服务 ,101－300人,上海精蕴商务咨询有限公司,180.0,1,全职,经验1年,其他,12-8更新,0.23620915412902832,上海,客服/售前客服专员/售后客服专员/网络在线客服T4616,www.chinahr.com
6001-8000,"
                    工作职责：  1、负责所在中心的地推活动咨询量的创造 2、负责渠道咨询量的创造 3、协助中午进行招生  任职要求： 1、专科及以上学历 2、年龄30岁以下，男女不限 3、有市场营销背景，教育培训行业工作经验者优先 4、有过活动策划经历者优先 
                ",其他,五险一金|绩效奖金|节日福利|话费补贴|带薪年假,http://www.chinahr.com/job/5367032236245254.html?searchplace=400,专业服务 ,101－300人,上海精蕴商务咨询有限公司,180.0,1,全职,经验1年,大专,12-8更新,0.5859739780426025,上海,市场专员/线下推广员/市场拓展员/市场渠道专员T0854,www.chinahr.com
4001-6000,"
                    岗位职责 1、负责所辖区域的顾客拜访，跟进和业务洽谈 2、负责销售区域内销售活动的策划和执行，完成销售指标； 3、开拓新市场,发展新客户,增加产品销售范围； 4、维护及增进已有客户关系； 5、完成部分技术支持工作,与客户进行技术交流； 6、负责收集市场和行业信息,加深了解。 任职资格 1、高中及以上学历，工科类相关专业； 2、1年以上销售工作经验,有销售工作经历者优先； 3、熟悉该行业产品市场，有相应产品销售经验，了解主流行业技术； 4、具备较强的客户沟通能力和较高的商务处理能力，具有良好的团队协作精神； 5、具备吃苦耐劳精神，学习能力强，有挑战精神。 如果你没经验但热爱销售，我们会带来系统全面的培训和学习；如果你是业务高手，那么这里将给你一个平台让你一展抱负。期待你的加入！ 
                ",其他,五险一金|绩效奖金|节日福利|话费补贴|带薪年假,http://www.chinahr.com/job/5366398424416774.html?searchplace=400,专业服务 ,101－300人,上海精蕴商务咨询有限公司,180.0,1,全职,经验1年,高中,12-8更新,0.2515590190887451,上海,销售代表/区域销售/渠道营销/业务代表/销售顾问T1008,www.chinahr.com
6001-8000,"
                    一、岗位职责：  1、全面负责店铺的经营管理  2、负责带领团队完成销售目标  3、负责监督店铺日常营业和服务水平  4、负责跟踪培训计划和进度  5、负责销售流程  6、负责产品订货和销售分析  7、负责日常会议   二、任职资格：  1、具有汽修店或4S店售后管理相关工作经验；具备相应的培训能力及管理能力；  2、熟悉汽修店售后服务流程并具备车辆维修保养常识与技能；  3、对汽车产品有一定的了解、并具备一定的销售服务技巧与能力；  4、具有良好的协调与沟通，表达能力较强；  5、具有较强的适应与学习能力，有意愿自我提升，能承受一定压力；  6、持有驾驶C证；   三、薪资福利待遇：  1、包吃包住 上班时间：8:00-18:00  2、试用期月薪（5000-7000）+高额提成  3、高提成高收入，就职满两年优秀员工经股东会同意可参股公司经营。 
                ",其他,五险一金|绩效奖金|节日福利|话费补贴|带薪年假,http://www.chinahr.com/job/5362057481160966.html?searchplace=400,专业服务 ,101－300人,上海精蕴商务咨询有限公司,180.0,1,全职,经验1年,大专,12-6更新,0.22046399116516113,上海,汽车快修美容店长（包吃包住）/门店经理T4655,www.chinahr.com
4001-6000,"
                    一、岗位职责：  1、能熟练独立完成抛光打蜡、封釉、镀膜镀晶、内饰清洗，汽车贴膜等项目，对汽车相关知识有熟练了解；  2、能独立工作也能团队配合；  3、有非常强的责任心，上进心，对工作一丝不苟  4、完成领导交办的其他工作；   二、任职资格：  1、 年龄在20-40岁；  2、 身体健康，工作细致、认真、勤快，按要求完成车辆的内、外清洁工作  3、 为人诚实可靠，踏实肯干，无不良嗜好；  4、 2年以上工作汽车美容工作经验，待遇从优，包吃住；  5、有熟练驾车者优先   三、薪资福利待遇：  1、包吃包住 上班时间：8:00-18:00  2、试用期月薪（3000-4000）+奖金提成  3、公司免费提供技能提升培训，就职满两年优秀员工经股东会同意可参股公司经营。  
                ",其他,五险一金|绩效奖金|节日福利|话费补贴|带薪年假,http://www.chinahr.com/job/5362057517040134.html?searchplace=400,专业服务 ,101－300人,上海精蕴商务咨询有限公司,180.0,1,全职,经验1年,其他,12-6更新,0.2305748462677002,上海,汽车美容装潢技师（包吃包住）/汽车美容技师T4655,www.chinahr.com
8001-10000,"
                    岗位职责： 1、独立完成客户的拜访及产品销售； 2、负责大客户开拓，建立稳定的客户关系，维护现有客户资源； 3、撰写大客户调研报告及客户解决方案； 4、分析大客户的消费心理，制定行之有效的销售策略； 5、完成销售目标； 6、进行商务谈判，参与销售合同具体条款的制定及合同签订。 任职资格： 1、年龄45岁以下，3年以上销售工作经验； 2、沟通能力强、能从容应对高层谈判和中、大规模培训； 3、注重效率，能适应高强度、快节奏的工作环境，有激情，有强烈的团队协作意识； 4、具有信托、银行，证券、保险等金融行业工作经验，或拥有高端客户资源的地产、奢侈品、豪车等行业精英； 5、具备较强的市场开拓、客户沟通能力，较强的沟通技巧和团队合作能力； 6、能够承受较大的工作压力和销售业绩要求。 
                ",其他,五险一金|绩效奖金|节日福利|话费补贴|带薪年假,http://www.chinahr.com/job/5362091937041414.html?searchplace=400,专业服务 ,101－300人,上海精蕴商务咨询有限公司,180.0,1,全职,经验1年,本科,12-6更新,0.24407601356506348,上海,大客户经理/理财经理/理财规划师/高级客户经理T2461,www.chinahr.com
6001-8000,"
                    薪资福利： 1、基本底薪4000元-15000元+个人绩效奖金＋社保+公积金+月度奖金+年终奖； 2、双休+专业培训+免费旅游； 3、提供员工宿舍； 4、收入上不封顶，付出和收获成正比； 岗位职责： 1、年龄25—45周岁（ 22-24周岁表现特优秀者也可适当放宽要求录用） 2、学历:高中或以上； 3、热情积极，有爱心，有责任感，学习能力强; 5、具有良好的心理素质及良好的沟通能力; 6、具有人力资源、金融，策划、管理、保险、销售、医学、法律等行业工作经验 优先； 7、公司有专业培训 总结：有上进心，爱学习，心态好，一切皆有可能 
                ",其他,五险一金|绩效奖金|节日福利|话费补贴|带薪年假,http://www.chinahr.com/job/5362094088096774.html?searchplace=400,专业服务 ,101－300人,上海精蕴商务咨询有限公司,180.0,1,全职,经验1年,高中,12-6更新,0.26125407218933105,上海,资产规划师/理财规划师/理财顾问/投资顾问T1032,www.chinahr.com
6001-8000,"
                    岗位职责  1、根据公司经营战略，制定和及时调整线上线下市场推广及渠道拓展策略，并组织实施；  2、定期做好考察和调研工作，收集竞争对手及行业市场信息，提供信息支持和反馈意见；  3、负责公司市场团队的建设和管理，带领团队完成推广和拓展合作业务；  4、建立、推广及管理公司产品品牌，塑造、维护及提升公司的品牌形象；  任职要求  1、本科以上学历，市场营销、工商管理等相关专业；  2、具有2年或以上市场营销经验经验.  3、具备较强的市场营销及策划能力，熟悉SEO/SEM；  4、具备较强的市场调研、分析及渠道开拓能力；有行业资源者优先；  5、具备优秀的团队管理能力，较强的沟通及协调能力，执行力佳。 
                ",其他,五险一金|绩效奖金|节日福利|话费补贴|带薪年假,http://www.chinahr.com/job/5362097839081990.html?searchplace=400,专业服务 ,101－300人,上海精蕴商务咨询有限公司,180.0,1,全职,经验1年,大专,12-6更新,0.24328398704528809,上海,市场营销/市场开发/市场推广/渠道拓展T1021,www.chinahr.com
6001-8000,"
                    岗位职责： 1、利用公司提供的优质客户资源通过电话/网络与客户沟通，寻找销售机会并完成销售任务。 2、同时维护客户，深度挖掘客户价值，进行客户的连带销售。 3、为客户提供专业帮助和完善规划，协助客户办理续费手续。 4、定期与合作客户进行沟通，建立良好的长期合作关系。 5、配合公司完成各项计划及销售业绩目标。 任职要求：  1、24-50岁，口齿清晰，普通话流利，语言富有感染力；  2、对销售工作有较高的热情； 有销售团队者优先。 3、具备较强的学习能力和优秀的沟通能力；  4、性格坚韧，思维敏捷，具备良好的应变能力和承压能力；  5、有敏锐的市场洞察力，有强烈的事业心、责任心和积极的工作态度。 
                ",其他,五险一金|绩效奖金|节日福利|话费补贴|带薪年假,http://www.chinahr.com/job/5362098186554374.html?searchplace=400,专业服务 ,101－300人,上海精蕴商务咨询有限公司,180.0,1,全职,经验1年,大专,12-6更新,0.23193001747131348,上海,销售主管/销售代表/业务代表/大客户销售T2462,www.chinahr.com
8001-10000,"
                    一、岗位职责：  1.通过对高端私人客户的综合理财需求分析，帮助客户制订资产配置方案并向客户提供投资建议；  2.通过各类渠道筛选有效客户，及时进行维护；  3.通过参与组织理财沙龙和理财讲座等活动，提升客户转化率；  4.通过持续跟进与服务，为客户不断提供专业的理财咨询与服务。  二、岗位要求：  1.私人银行、基金公司、投资公司等金融机构 高级理财经理/客户经理工作经历；  2.拥有较强的客户服务意识以及自我激励能力；  3.热爱财富管理行业，喜欢挑战，富有工作热情；  4.有证券、期货、基金、银行等从业资格者优先薪资福利该职位全职工作属于公司正式员工编制.  一经录用将享有如下丰厚福利：  1、签订正式劳动合同，完整合规的社会保险和住房公积金（外地城镇户口全额缴纳社保）；  2、做五休二，正常双休，每天工作8小时；  3、每年享受国家规定的带薪年假、法定节假日等福利；  4、业内最完善的培训体系 . 
                ",其他,五险一金|绩效奖金|节日福利|话费补贴|带薪年假,http://www.chinahr.com/job/5362098185964038.html?searchplace=400,专业服务 ,101－300人,上海精蕴商务咨询有限公司,180.0,1,全职,经验1年,大专,12-6更新,0.22812199592590332,上海,大客户经理（KA经理）/渠道经理/高级理财经理T1021,www.chinahr.com
6001-8000,"
                    岗位描述： 1、负责负责客户的开发达成基金销售业绩,并对客户和渠道进行维护，向客户提供专业投资建议  2、协助公司定期举办金融类相关活动。  3、收集并统计市场信息和客户建议，并及时整理信息并反馈给公司，为公司提供合理的建议。  4、负责管理基金产品的售前与售后服务，向投资者提供优质服务  5、及时掌握行业市场动态，并汇报相关领导  6、配合公司进行市场宣传、品牌建设等工作 
                ",其他,五险一金|绩效奖金|节日福利|话费补贴|带薪年假,http://www.chinahr.com/job/5364107666688774.html?searchplace=400,专业服务 ,101－300人,上海精蕴商务咨询有限公司,180.0,1,全职,经验1年,本科,12-7更新,0.2399590015411377,上海,投资顾问/理财顾问/金融销售/销售代表/理财规划师T1021,www.chinahr.com
6001-8000,"
                    岗位描述： 1、根据上级领导安排完成各个工作岗位的轮岗  2、负责客户的开发达成基金销售业绩,并对客户和渠道进行维护，向客户提供专业投资建议  3、协助公司定期举办金融类相关活动。  4、收集并统计市场信息和客户建议，并及时整理信息并反馈给公司，为公司提供合理的建议。  5、负责管理基金产品的售前与售后服务，向投资者提供优质服务  6、及时掌握行业市场动态，并汇报相关领导  7、配合公司进行市场宣传、品牌建设等工作 
                ",其他,五险一金|绩效奖金|节日福利|话费补贴|带薪年假,http://www.chinahr.com/job/5364107857723654.html?searchplace=400,专业服务 ,101－300人,上海精蕴商务咨询有限公司,180.0,1,全职,经验1年,本科,12-7更新,0.22628498077392578,上海,管理培训生（金融方向)/储备干部/培训生T1021,www.chinahr.com
5000-8000,"
                    职位描述： 1、针对酒店、会所、售楼处、样板间、高端别墅等各类工程项目提供室内整体配饰设计； 2、根据项目风格及客户需求完成配饰设计各阶段方案直至客户满意，完成配饰产品合同； 3、负责把控整体配饰产品效果； 4、负责提供整体摆场直至客户满意； 5、配合销售部，根据客户的要求和预算，独立完成设计方案，整套精细施工图及效果图制作； 6、整体把控设计方案的主题，风格，色彩，产品选择，及细节尺寸面料等选择； 7、协助采购挑选各项软装产品（家具，灯具，地毯，窗帘，饰品，挂画，雕塑等）； 8、负责编制并执行软装设计成本目标，保证软装成本控制在目标范围内； 9、负责软装项目现场陈列摆场的工作的协调、问题解决及进度控制，把握效果、质量和进度。 任职要求： 1.熟悉办公软件和CAD、PS等软件。 2.对色彩和空间比较敏感。 3.有责任心，做事认真、负责。 4、大专以上学历，毕业于设计专业。 薪资待遇：试用期月薪3000元，转正工资：5000-8000,8小时工作制，奖金提成2%-3%。 
                ",其他,五险一金|绩效奖金|节日福利|话费补贴|带薪年假,http://www.chinahr.com/job/5364108545886726.html?searchplace=400,专业服务 ,101－300人,上海精蕴商务咨询有限公司,180.0,1,全职,经验1年,大专,12-7更新,0.22295093536376953,上海,软装设计师/室内软装设计师/资深软装设计师T1020,www.chinahr.com
